task times: 30, 39, 59, 1, 34, 27, 27, 11, 29, 33, 34, 16, 55, 2, 42, 19, 54, 42, 52, 42, 32, 1, 63, 18, 14, 11, 64, 32, 19, 12, 22, 7, 47, 45, 56, 4, 50, 49, 54, 12, 16, 53, 44, 55, 26, 63, 36, 40, 63, 17, 22, 4, 10, 30, 60, 41, 51, 29, 39, 64, 15, 46, 10, 42, 12, 9, 23, 61, 53, 11, 30, 62, 20, 18, 30, 33, 60, 1, 45, 8, 17, 52, 42, 25, 26, 6, 59, 65, 53, 31, 7, 16, 12, 6, 29, 17, 11, 12, 51, 5, 18, 1, 28, 28, 47, 30, 37, 19, 47, 11, 20, 23, 11, 13, 16, 19, 24, 9, 35, 53, 14, 51, 7, 2, 10, 25, 25, 24, 11, 22, 52, 35, 38, 29, 53, 40, 10, 55, 18, 37, 42, 34, 41, 51, 29, 32, 11, 3, 53, 34, 28, 31, 13, 10, 34, 32, 9, 16, 22, 41, 10, 18, 45, 39, 64, 3, 57, 15, 21, 23, 30, 13, 36, 13, 61, 59, 6, 61, 64, 3, 13, 44, 21, 17, 18, 32, 1, 6, 47, 3, 35, 19, 16, 54, 21, 3, 14, 14, 43, 9, 24, 66, 28, 31, 57, 50, 33, 57, 26, 62, 46, 29, 63, 56, 52, 16, 3, 54, 39, 52, 23, 47, 18, 43, 53, 56, 4, 2, 16, 67, 28, 54, 40, 50, 4, 62, 65, 37, 47, 3, 60, 65, 6, 31, 17, 54, 36, 44, 41, 26, 1, 64, 13, 54, 66, 60, 41, 37, 55, 15, 34, 4, 24, 55, 49, 4, 49, 42, 64, 38, 60, 39, 26, 57, 16, 64, 1, 10, 31, 24, 15, 31, 26, 24, 16, 49, 66, 9, 42, 16, 65, 33, 21, 43, 59, 43, 45, 22, 23, 7, 45, 22, 38, 29, 11, 23, 56, 4, 61, 1, 21, 19, 37, 49, 24, 7, 17, 29, 53, 21, 12, 15, 33, 21, 54, 55, 9, 40, 46, 6, 30, 16, 56, 15, 2, 44, 39, 29, 9, 30, 26, 8, 54, 17, 21, 45, 12, 52, 58, 28, 53, 25, 51, 11, 61, 25, 50, 14, 36, 62, 20, 8, 64, 11, 59, 3, 57, 64, 16, 24, 53, 65, 45, 4, 60, 65, 55, 15, 49, 26, 19, 65, 28, 8, 12, 56, 9, 65, 61, 9, 29, 49, 11, 28, 31, 46, 63, 36, 31, 12, 12, 30, 11, 13, 64, 56, 27, 62, 21, 25, 7, 18, 50, 2, 17, 11, 45, 7, 51, 49, 42, 32, 13, 15, 29, 62, 61, 58, 7, 52, 26, 67, 48, 8, 7, 59, 65, 19, 16, 55, 40, 13, 20, 15, 3, 11, 56, 20, 37, 66, 63, 36, 17, 60, 23, 18, 27, 57, 67, 7, 13, 50, 11, 63, 19, 66, 55, 9, 18, 58, 27, 63, 40, 5, 34, 32, 61, 38, 52, 59, 33, 54, 16, 59, 39, 41, 14, 55, 50, 43, 57, 30, 43, 66, 33, 36, 47, 61, 23, 46, 22, 47, 56, 46, 47, 25, 51, 39, 47, 11, 39, 33, 27, 53, 49, 41, 37, 36, 23, 36, 27, 61, 3, 3, 58, 51, 64, 4, 13, 58, 2, 38, 16, 27, 33, 19, 23, 56, 25, 37, 58, 29, 62, 21, 43, 42, 12, 60, 45, 22, 18, 13, 29, 10, 50, 44, 1, 55, 7, 64, 5, 59, 50, 9, 3, 35, 34, 57, 25, 10, 19, 51, 12, 42, 36, 45, 46, 53, 51, 30, 15, 12, 36, 23, 24, 25, 50, 27, 65, 56, 47, 21, 61, 12, 3, 21, 25, 66, 56, 26, 58, 13, 2, 8, 40, 39, 3, 51, 24, 22, 13, 17, 30, 67, 48, 36, 64, 34, 14, 58, 31, 56, 35, 19, 54, 22, 56, 19, 57, 45, 44, 64, 18, 6, 44, 53, 49, 56, 17, 38, 48, 10, 51, 47, 11, 18, 26, 7, 21, 47, 2, 58, 64, 47, 16, 54, 60, 49, 54, 51, 45, 50, 7, 22, 15, 7, 42, 28, 55, 31, 56, 67, 5, 22, 19, 58, 2, 13, 20, 28, 42, 19, 25, 51, 43, 63, 40, 57, 48, 18, 58, 50, 59, 28, 21, 26, 48, 40, 2, 2, 3, 21, 47, 6, 14, 18, 1, 54, 36, 46, 66, 47, 37, 51, 7, 23, 37, 48, 35, 18, 1, 47, 49, 52, 31, 22, 30, 39, 65, 8, 34, 1, 19, 60, 37, 28, 62, 30, 62, 13, 66, 18, 20, 3, 63, 51, 48, 48, 37, 55, 48, 47, 60, 9, 26, 38, 64, 57, 50, 49, 31, 27, 7, 25, 24, 111, 233, 131, 238, 154, 248, 321, 117, 117, 327, 170, 245, 190, 69, 234, 96, 92, 362, 205, 258, 181, 106, 88, 390, 254, 261, 52, 111, 204, 122, 142, 271, 198, 181, 230, 137, 127, 130, 202, 296, 92, 184, 52, 152, 
proc_nr | curr_time | task_nr | task_beg | task_time | task_end
	0	0	0	0	30	30
	1	0	1	0	39	39
	2	0	2	0	59	59
	3	0	3	0	1	1
	4	0	4	0	34	34
	5	0	5	0	27	27
	6	0	6	0	27	27
	7	0	7	0	11	11
	8	0	8	0	29	29
	9	0	9	0	33	33
	10	0	10	0	34	34
	11	0	11	0	16	16
	12	0	12	0	55	55
	13	0	13	0	2	2
	14	0	14	0	42	42
	15	0	15	0	19	19
	16	0	16	0	54	54
	17	0	17	0	42	42
	18	0	18	0	52	52
	19	0	19	0	42	42
	20	0	20	0	32	32
	21	0	21	0	1	1
	22	0	22	0	63	63
	23	0	23	0	18	18
	24	0	24	0	14	14
	25	0	25	0	11	11
	26	0	26	0	64	64
	27	0	27	0	32	32
	28	0	28	0	19	19
	29	0	29	0	12	12
	30	0	30	0	22	22
	31	0	31	0	7	7
	32	0	32	0	47	47
	33	0	33	0	45	45
	34	0	34	0	56	56
	35	0	35	0	4	4
	36	0	36	0	50	50
	37	0	37	0	49	49
	38	0	38	0	54	54
	39	0	39	0	12	12
	40	0	40	0	16	16
	41	0	41	0	53	53
	42	0	42	0	44	44
	43	0	43	0	55	55
	44	0	44	0	26	26
	3	1	45	1	63	64
	21	1	46	1	36	37
	13	2	47	2	40	42
	35	4	48	4	63	67
	31	7	49	7	17	24
	7	11	50	11	22	33
	25	11	51	11	4	15
	29	12	52	12	10	22
	39	12	53	12	30	42
	24	14	54	14	60	74
	25	15	55	15	41	56
	11	16	56	16	51	67
	40	16	57	16	29	45
	23	18	58	18	39	57
	15	19	59	19	64	83
	28	19	60	19	15	34
	30	22	61	22	46	68
	29	22	62	22	10	32
	31	24	63	24	42	66
	44	26	64	26	12	38
	5	27	65	27	9	36
	6	27	66	27	23	50
	8	29	67	29	61	90
	0	30	68	30	53	83
	20	32	69	32	11	43
	27	32	70	32	30	62
	29	32	71	32	62	94
	9	33	72	33	20	53
	7	33	73	33	18	51
	4	34	74	34	30	64
	10	34	75	34	33	67
	28	34	76	34	60	94
	5	36	77	36	1	37
	21	37	78	37	45	82
	5	37	79	37	8	45
	44	38	80	38	17	55
	1	39	81	39	52	91
	14	42	82	42	42	84
	17	42	83	42	25	67
	19	42	84	42	26	68
	13	42	85	42	6	48
	39	42	86	42	59	101
	20	43	87	43	65	108
	42	44	88	44	53	97
	33	45	89	45	31	76
	40	45	90	45	7	52
	5	45	91	45	16	61
	32	47	92	47	12	59
	13	48	93	48	6	54
	37	49	94	49	29	78
	36	50	95	50	17	67
	6	50	96	50	11	61
	7	51	97	51	12	63
	18	52	98	52	51	103
	40	52	99	52	5	57
	41	53	100	53	18	71
	9	53	101	53	1	54
	16	54	102	54	28	82
	38	54	103	54	28	82
	13	54	104	54	47	101
	9	54	105	54	30	84
	12	55	106	55	37	92
	43	55	107	55	19	74
	44	55	108	55	47	102
	34	56	109	56	11	67
	25	56	110	56	20	76
	23	57	111	57	23	80
	40	57	112	57	11	68
	2	59	113	59	13	72
	32	59	114	59	16	75
	5	61	115	61	19	80
	6	61	116	61	24	85
	27	62	117	62	9	71
	22	63	118	63	35	98
	7	63	119	63	53	116
	26	64	120	64	14	78
	3	64	121	64	51	115
	4	64	122	64	7	71
	31	66	123	66	2	68
	35	67	124	67	10	77
	11	67	125	67	25	92
	10	67	126	67	25	92
	17	67	127	67	24	91
	36	67	128	67	11	78
	34	67	129	67	22	89
	30	68	130	68	52	120
	19	68	131	68	35	103
	40	68	132	68	38	106
	31	68	133	68	29	97
	41	71	134	71	53	124
	27	71	135	71	40	111
	4	71	136	71	10	81
	2	72	137	72	55	127
	24	74	138	74	18	92
	43	74	139	74	37	111
	32	75	140	75	42	117
	33	76	141	76	34	110
	25	76	142	76	41	117
	35	77	143	77	51	128
	37	78	144	78	29	107
	26	78	145	78	32	110
	36	78	146	78	11	89
	23	80	147	80	3	83
	5	80	148	80	53	133
	4	81	149	81	34	115
	21	82	150	82	28	110
	16	82	151	82	31	113
	38	82	152	82	13	95
	15	83	153	83	10	93
	0	83	154	83	34	117
	23	83	155	83	32	115
	14	84	156	84	9	93
	9	84	157	84	16	100
	6	85	158	85	22	107
	34	89	159	89	41	130
	36	89	160	89	10	99
	8	90	161	90	18	108
	1	91	162	91	45	136
	17	91	163	91	39	130
	12	92	164	92	64	156
	11	92	165	92	3	95
	10	92	166	92	57	149
	24	92	167	92	15	107
	15	93	168	93	21	114
	14	93	169	93	23	116
	29	94	170	94	30	124
	28	94	171	94	13	107
	38	95	172	95	36	131
	11	95	173	95	13	108
	42	97	174	97	61	158
	31	97	175	97	59	156
	22	98	176	98	6	104
	36	99	177	99	61	160
	9	100	178	100	64	164
	39	101	179	101	3	104
	13	101	180	101	13	114
	44	102	181	102	44	146
	18	103	182	103	21	124
	19	103	183	103	17	120
	22	104	184	104	18	122
	39	104	185	104	32	136
	40	106	186	106	1	107
	37	107	187	107	6	113
	6	107	188	107	47	154
