task times: 923, 559, 844, 673, 954, 968, 279, 515, 918, 982, 71, 523, 553, 499, 729, 480, 135, 527, 655, 295, 734, 658, 657, 872, 737, 225, 33, 25, 414, 607, 452, 337, 107, 694, 814, 496, 520, 878, 733, 406, 897, 765, 457, 937, 515, 495, 114, 171, 409, 952, 842, 274, 551, 352, 540, 585, 375, 271, 606, 24, 650, 145, 499, 408, 66, 59, 276, 738, 125, 943, 224, 920, 188, 828, 657, 12, 181, 922, 562, 527, 190, 508, 533, 661, 691, 518, 297, 975, 417, 953, 869, 920, 132, 357, 590, 69, 542, 847, 775, 583, 945, 667, 577, 315, 143, 236, 136, 619, 896, 561, 305, 742, 396, 90, 697, 670, 929, 484, 368, 289, 7, 424, 558, 234, 186, 539, 420, 816, 400, 426, 702, 47, 124, 740, 7, 365, 538, 228, 597, 160, 276, 527, 39, 687, 836, 467, 917, 350, 778, 137, 47, 222, 713, 476, 417, 548, 717, 82, 917, 665, 856, 267, 529, 210, 773, 943, 194, 224, 428, 685, 897, 706, 208, 418, 621, 450, 669, 886, 250, 118, 254, 853, 96, 992, 454, 844, 39, 584, 293, 563, 865, 312, 13, 18, 504, 520, 582, 319, 979, 563, 
proc_nr | curr_time | task_nr | task_beg | task_time | task_end
	0	0	0	0	923	923
	1	0	1	0	559	559
	2	0	2	0	844	844
	3	0	3	0	673	673
	4	0	4	0	954	954
	5	0	5	0	968	968
	6	0	6	0	279	279
	7	0	7	0	515	515
	8	0	8	0	918	918
	9	0	9	0	982	982
	10	0	10	0	71	71
	11	0	11	0	523	523
	12	0	12	0	553	553
	13	0	13	0	499	499
	14	0	14	0	729	729
	15	0	15	0	480	480
	16	0	16	0	135	135
	17	0	17	0	527	527
	18	0	18	0	655	655
	19	0	19	0	295	295
	20	0	20	0	734	734
	21	0	21	0	658	658
	22	0	22	0	657	657
	23	0	23	0	872	872
	24	0	24	0	737	737
	25	0	25	0	225	225
	26	0	26	0	33	33
	27	0	27	0	25	25
	28	0	28	0	414	414
	29	0	29	0	607	607
	30	0	30	0	452	452
	31	0	31	0	337	337
	32	0	32	0	107	107
	33	0	33	0	694	694
	34	0	34	0	814	814
	35	0	35	0	496	496
	36	0	36	0	520	520
	37	0	37	0	878	878
	38	0	38	0	733	733
	39	0	39	0	406	406
	40	0	40	0	897	897
	41	0	41	0	765	765
	42	0	42	0	457	457
	43	0	43	0	937	937
	44	0	44	0	515	515
	45	0	45	0	495	495
	46	0	46	0	114	114
	47	0	47	0	171	171
	48	0	48	0	409	409
	49	0	49	0	952	952
	27	25	50	25	842	867
	26	33	51	33	274	307
	10	71	52	71	551	622
	32	107	53	107	352	459
	46	114	54	114	540	654
	16	135	55	135	585	720
	47	171	56	171	375	546
	25	225	57	225	271	496
	6	279	58	279	606	885
	19	295	59	295	24	319
	26	307	60	307	650	957
	19	319	61	319	145	464
	31	337	62	337	499	836
	39	406	63	406	408	814
	48	409	64	409	66	475
	28	414	65	414	59	473
	30	452	66	452	276	728
	42	457	67	457	738	1195
	32	459	68	459	125	584
	19	464	69	464	943	1407
	28	473	70	473	224	697
	48	475	71	475	920	1395
	15	480	72	480	188	668
	45	495	73	495	828	1323
	35	496	74	496	657	1153
	25	496	75	496	12	508
	13	499	76	499	181	680
	25	508	77	508	922	1430
	7	515	78	515	562	1077
	44	515	79	515	527	1042
	36	520	80	520	190	710
	11	523	81	523	508	1031
	17	527	82	527	533	1060
	47	546	83	546	661	1207
	12	553	84	553	691	1244
	1	559	85	559	518	1077
	32	584	86	584	297	881
	29	607	87	607	975	1582
	10	622	88	622	417	1039
	46	654	89	654	953	1607
	18	655	90	655	869	1524
	22	657	91	657	920	1577
	21	658	92	658	132	790
	15	668	93	668	357	1025
	3	673	94	673	590	1263
	13	680	95	680	69	749
	33	694	96	694	542	1236
	28	697	97	697	847	1544
	36	710	98	710	775	1485
	16	720	99	720	583	1303
	30	728	100	728	945	1673
	14	729	101	729	667	1396
	38	733	102	733	577	1310
	20	734	103	734	315	1049
	24	737	104	737	143	880
	13	749	105	749	236	985
	41	765	106	765	136	901
	21	790	107	790	619	1409
	34	814	108	814	896	1710
	39	814	109	814	561	1375
	31	836	110	836	305	1141
	2	844	111	844	742	1586
	27	867	112	867	396	1263
	23	872	113	872	90	962
	37	878	114	878	697	1575
	24	880	115	880	670	1550
	32	881	116	881	929	1810
	6	885	117	885	484	1369
	40	897	118	897	368	1265
	41	901	119	901	289	1190
	8	918	120	918	7	925
	0	923	121	923	424	1347
	8	925	122	925	558	1483
	43	937	123	937	234	1171
	49	952	124	952	186	1138
	4	954	125	954	539	1493
	26	957	126	957	420	1377
	23	962	127	962	816	1778
	5	968	128	968	400	1368
	9	982	129	982	426	1408
	13	985	130	985	702	1687
	15	1025	131	1025	47	1072
	11	1031	132	1031	124	1155
	10	1039	133	1039	740	1779
	44	1042	134	1042	7	1049
	20	1049	135	1049	365	1414
	44	1049	136	1049	538	1587
	17	1060	137	1060	228	1288
	15	1072	138	1072	597	1669
	7	1077	139	1077	160	1237
	1	1077	140	1077	276	1353
	49	1138	141	1138	527	1665
	31	1141	142	1141	39	1180
	35	1153	143	1153	687	1840
	11	1155	144	1155	836	1991
	43	1171	145	1171	467	1638
	31	1180	146	1180	917	2097
	41	1190	147	1190	350	1540
	42	1195	148	1195	778	1973
	47	1207	149	1207	137	1344
	33	1236	150	1236	47	1283
	7	1237	151	1237	222	1459
	12	1244	152	1244	713	1957
	3	1263	153	1263	476	1739
	27	1263	154	1263	417	1680
	40	1265	155	1265	548	1813
	33	1283	156	1283	717	2000
	17	1288	157	1288	82	1370
	16	1303	158	1303	917	2220
	38	1310	159	1310	665	1975
	45	1323	160	1323	856	2179
	47	1344	161	1344	267	1611
	0	1347	162	1347	529	1876
	1	1353	163	1353	210	1563
	5	1368	164	1368	773	2141
	6	1369	165	1369	943	2312
	17	1370	166	1370	194	1564
	39	1375	167	1375	224	1599
	26	1377	168	1377	428	1805
